date,flight,type,route,mc,lent_num,arrive_runway,bag_waight,mc_arrive,hatch_open,err_hatch_open,beg_unload_spo,end_unload_spo,beg_unload_sobgp,end_unload_sobgp,end_unload_tgo,err_end_unload,violation_standart,time_beg_lenta,time_end_lenta,violation_first_bag,violation_last_bag,deliver_1_beg,deliver_1_end,deliver_2_beg,deliver_2_end,deliver_3_beg,deliver_3_end,senior_loader,company,bag_status
2026-07-01,TK 3014 ,321,АНТАЛЬЯ,18,Y(А09),00:26,2746,2026-07-01 00:36:00,2026-07-01 00:38:00,,2026-07-01 00:41:00,2026-07-01 00:51:00,2026-07-01 00:41:00,2026-07-01 00:51:00,2026-07-01 00:58:00,,,2026-07-01 00:53:00,2026-07-01 01:00:00,,0.0,2026-07-01 00:41:00,2026-07-01 00:54:00,2026-07-01 00:54:00,2026-07-01 01:08:00,,,Фанин Н. О.,Turkish Airlines,Выдача до 30 минут
2026-07-01,TK 217 ,321,АНТАЛЬЯ,20,Y(А11),00:28,2330,2026-07-01 00:43:00,2026-07-01 00:43:00,,2026-07-01 00:46:00,2026-07-01 01:02:00,2026-07-01 00:46:00,2026-07-01 01:02:00,2026-07-01 01:03:00,,,2026-07-01 01:03:00,2026-07-01 01:08:00,,0.0,2026-07-01 01:15:00,2026-07-01 01:19:00,,,,,Лаптев В. В.,Turkish Airlines,Выдача до 30 минут
2026-07-01,ДР 168 ,73Х,МИНЕРАЛЬНЫЕ ВОДЫ,50,Y(А06),00:32,661,2026-07-01 00:39:00,2026-07-01 00:41:00,,2026-07-01 00:44:00,2026-07-01 00:48:00,2026-07-01 00:44:00,2026-07-01 00:48:00,2026-07-01 00:47:00,1.0,,2026-07-01 00:56:00,2026-07-01 00:58:00,,0.0,2026-07-01 00:51:00,2026-07-01 00:58:00,,,,,Давлатов Б. Ч.,Победа,Выдача до 30 минут
2026-07-01,ДР 190 ,73Х,МАХАЧКАЛА,48,Y(А05),00:41,438,2026-07-01 00:51:00,2026-07-01 00:54:00,,2026-07-01 00:56:00,2026-07-01 00:59:00,2026-07-01 00:56:00,2026-07-01 00:59:00,2026-07-01 00:58:00,1.0,,2026-07-01 01:05:00,2026-07-01 01:07:00,,0.0,2026-07-01 01:02:00,2026-07-01 01:08:00,,,,,Рустамов М. А.,Победа,Выдача до 30 минут
2026-07-01,TK 3036 ,321,АНТАЛЬЯ,22,Y(А13),00:44,2764,2026-07-01 00:57:00,2026-07-01 00:58:00,,2026-07-01 00:59:00,2026-07-01 01:10:00,2026-07-01 00:59:00,2026-07-01 01:10:00,2026-07-01 01:19:00,,,2026-07-01 01:16:00,2026-07-01 01:24:00,,0.0,2026-07-01 00:59:00,2026-07-01 01:14:00,2026-07-01 01:17:00,2026-07-01 01:25:00,,,Прохачев И. А.,Turkish Airlines,Выдача до 30 минут
2026-07-01,J2 809 ,763,БАКУ(ИМ. ГЕЙДАРА АЛИЕВА),19,Y(А10),00:51,2530,2026-07-01 01:03:00,2026-07-01 01:07:00,1.0,2026-07-01 01:08:00,2026-07-01 01:22:00,2026-07-01 01:09:00,2026-07-01 01:22:00,2026-07-01 01:24:00,,,2026-07-01 01:24:00,2026-07-01 01:29:00,1.0,0.0,2026-07-01 01:17:00,2026-07-01 01:24:00,2026-07-01 01:08:00,2026-07-01 01:29:00,,,"Корнилов Н. А., Семиченков С. А.",AZAL,Выдача до 30 минут
2026-07-01,NE 602 ,320,ХУРГАДА(ХУРГАДА ИНТЛ.),29,Y(А12),12:42,1942,2026-07-01 12:55:00,2026-07-01 13:07:00,9.0,2026-07-01 12:59:00,2026-07-01 13:12:00,2026-07-01 12:59:00,2026-07-01 13:12:00,2026-07-01 13:12:00,,,2026-07-01 13:10:00,2026-07-01 13:20:00,,0.0,2026-07-01 13:06:00,2026-07-01 13:11:00,2026-07-01 13:18:00,2026-07-01 13:20:00,,,Лесной Д. А.,Nesma Airlines,Выдача до 30 минут
2026-07-01,ФВ 6187 ,СУ9,САНКТ-ПЕТЕРБУРГ(ПУЛКОВО),8,Y(А04),01:20,145,2026-07-01 01:34:00,2026-07-01 01:37:00,,2026-07-01 01:42:00,2026-07-01 01:45:00,2026-07-01 01:42:00,2026-07-01 01:45:00,2026-07-01 01:39:00,6.0,2.0,2026-07-01 01:48:00,2026-07-01 01:49:00,,0.0,2026-07-01 01:45:00,2026-07-01 01:50:00,,,,,Королёв Е. А.,Россия,Выдача до 30 минут
2026-07-01,PC 1458 ,32Щ,ДАЛАМАН,19,Y(А09),05:34,2514,2026-07-01 05:45:00,2026-07-01 05:46:00,,2026-07-01 05:47:00,2026-07-01 06:03:00,2026-07-01 05:47:00,2026-07-01 06:03:00,2026-07-01 06:06:00,,,2026-07-01 05:59:00,2026-07-01 06:08:00,,0.0,2026-07-01 05:54:00,2026-07-01 05:59:00,2026-07-01 06:05:00,2026-07-01 06:09:00,,,Прохачев И. А.,Pegasus,Выдача до 30 минут
2026-07-01,VF 587 ,73Х,АНКАРА(ЕСЕНБОГА),22,Y(А10),03:52,2743,2026-07-01 04:07:00,2026-07-01 04:08:00,,2026-07-01 04:08:00,2026-07-01 04:29:00,2026-07-01 04:08:00,2026-07-01 04:29:00,2026-07-01 04:29:00,,3.0,2026-07-01 04:20:00,2026-07-01 04:37:00,,0.0,2026-07-01 04:16:00,2026-07-01 04:20:00,2026-07-01 04:31:00,2026-07-01 04:35:00,,,"Михайлов М. С., Рустамов М. А.",AJET,Выдача до 30 минут
2026-07-01,ЖГ 932 ,73Й,ТБИЛИСИ(ТБИЛИСИ ИНТЛ.),30,Y(А11),01:43,1886,2026-07-01 01:53:00,2026-07-01 01:55:00,,2026-07-01 02:03:00,2026-07-01 02:16:00,2026-07-01 02:03:00,2026-07-01 02:16:00,2026-07-01 02:10:00,6.0,,2026-07-01 02:13:00,2026-07-01 02:23:00,,0.0,2026-07-01 02:10:00,2026-07-01 02:13:00,2026-07-01 02:17:00,2026-07-01 02:21:00,,,Лизенко Е. В.,GEORGIAN AIRWAYS,Выдача до 30 минут
2026-07-01,TK 421 ,333,СТАМБУЛ(СТАМБУЛ НЬЮ),23,Y(А10),01:47,4875,2026-07-01 02:01:00,2026-07-01 02:05:00,1.0,2026-07-01 02:06:00,2026-07-01 02:22:00,2026-07-01 02:06:00,2026-07-01 02:22:00,2026-07-01 02:38:00,,,2026-07-01 02:20:00,2026-07-01 02:31:00,,0.0,2026-07-01 02:08:00,2026-07-01 02:22:00,2026-07-01 02:23:00,2026-07-01 02:30:00,2026-07-01 02:19:00,2026-07-01 02:24:00,Михайлов М. С.,Turkish Airlines,Выдача до 30 минут
2026-07-01,TK 3154 ,321,БОДРУМ(МИЛАС),25,Y(А09),01:57,2398,2026-07-01 02:11:00,2026-07-01 02:13:00,,2026-07-01 02:15:00,2026-07-01 02:32:00,2026-07-01 02:15:00,2026-07-01 02:32:00,2026-07-01 02:31:00,1.0,1.0,2026-07-01 02:27:00,2026-07-01 02:38:00,,0.0,2026-07-01 02:34:00,2026-07-01 02:38:00,,,,,Фартушный А. И.,Turkish Airlines,Выдача до 30 минут
2026-07-01,FZ 987 ,7М8,ДУБАЙ(ДУБАЙ ИНТЛ.),29,Y(А12),02:12,1890,2026-07-01 02:27:00,2026-07-01 02:27:00,,2026-07-01 02:28:00,2026-07-01 02:39:00,2026-07-01 02:28:00,2026-07-01 02:39:00,2026-07-01 02:44:00,,,2026-07-01 02:37:00,2026-07-01 02:45:00,,0.0,2026-07-01 02:33:00,2026-07-01 02:38:00,2026-07-01 02:41:00,2026-07-01 02:43:00,,,"Бородин А. В., Тришкин А. В.",flydubai,Выдача до 30 минут
2026-07-01,4S 319 ,73Х,ХУРГАДА(ХУРГАДА ИНТЛ.),26,Y(А13),02:18,2102,2026-07-01 02:35:00,2026-07-01 02:37:00,,2026-07-01 02:37:00,2026-07-01 02:54:00,2026-07-01 02:37:00,2026-07-01 02:54:00,2026-07-01 02:53:00,1.0,3.0,2026-07-01 02:50:00,2026-07-01 02:57:00,,0.0,2026-07-01 02:43:00,2026-07-01 02:47:00,2026-07-01 02:53:00,2026-07-01 02:56:00,,,Баташан В. Ю.,Red Sea,Выдача до 30 минут
2026-07-01,PC 386 ,32Щ,СТАМБУЛ(САБИХА ГОКЦЕН),20,Y(А09),02:22,3471,2026-07-01 02:33:00,2026-07-01 02:34:00,,2026-07-01 02:38:00,2026-07-01 03:07:00,2026-07-01 02:38:00,2026-07-01 03:07:00,2026-07-01 03:00:00,7.0,6.0,2026-07-01 02:53:00,2026-07-01 03:16:00,,13.0,2026-07-01 03:09:00,2026-07-01 03:14:00,2026-07-01 02:49:00,2026-07-01 02:53:00,,,Виноградов А. А.,Pegasus,Выдача более 40 минут
2026-07-01,PC 1521 ,32Н,ИЗМИР(АДНАН МЕНДЕРЕС),36,Y(А12),00:24,2096,2026-07-01 00:35:00,2026-07-01 00:39:00,1.0,2026-07-01 00:42:00,2026-07-01 01:01:00,2026-07-01 00:42:00,2026-07-01 01:01:00,2026-07-01 00:53:00,8.0,5.0,2026-07-01 01:01:00,2026-07-01 01:10:00,,5.0,2026-07-01 00:55:00,2026-07-01 01:01:00,2026-07-01 00:55:00,2026-07-01 01:10:00,,,Кейта А. С.,Pegasus,Выдача от 30 до 40 минут
2026-07-01,ДР 198 ,73Х,ВЛАДИКАВКАЗ(БЕСЛАН),49,Y(А05),01:13,540,2026-07-01 01:23:00,2026-07-01 01:26:00,,2026-07-01 01:26:00,2026-07-01 01:30:00,2026-07-01 01:26:00,2026-07-01 01:30:00,2026-07-01 01:31:00,,,2026-07-01 01:39:00,2026-07-01 01:41:00,,0.0,2026-07-01 01:35:00,2026-07-01 01:38:00,,,,,Фартушный А. И.,Победа,Выдача до 30 минут
2026-07-01,ЮТ 250B,73Х,СОЧИ,12,Y(А06),01:24,1149,2026-07-01 01:35:00,2026-07-01 01:37:00,,2026-07-01 01:38:00,2026-07-01 01:48:00,2026-07-01 01:38:00,2026-07-01 01:48:00,2026-07-01 01:47:00,1.0,2.0,2026-07-01 01:52:00,2026-07-01 01:53:00,,0.0,2026-07-01 01:48:00,2026-07-01 01:52:00,,,,,Фаёзов А. Р.,Ютэйр,Выдача до 30 минут
2026-07-01,3F 323 ,320,ЕРЕВАН(ЗВАРТНОЦ ИНТЛ),19,Y(А13),04:00,1631,2026-07-01 04:10:00,2026-07-01 04:13:00,,2026-07-01 04:13:00,2026-07-01 04:26:00,2026-07-01 04:13:00,2026-07-01 04:26:00,2026-07-01 04:25:00,1.0,2.0,2026-07-01 04:32:00,2026-07-01 04:33:00,2.0,0.0,2026-07-01 04:19:00,2026-07-01 04:24:00,2026-07-01 04:28:00,2026-07-01 04:32:00,,,"Бородин А. В., Королев А. А.",FLYONE Armenia,Выдача до 30 минут
2026-07-01,PC 1456 ,32Щ,БОДРУМ(МИЛАС),21,Y(А09),04:09,2471,-1,,,2026-07-01 04:22:00,2026-07-01 04:41:00,2026-07-01 04:23:00,2026-07-01 04:41:00,,,2.0,2026-07-01 04:35:00,2026-07-01 04:45:00,,0.0,2026-07-01 04:28:00,2026-07-01 04:35:00,2026-07-01 04:40:00,2026-07-01 04:46:00,,,"Виноградов А. А., Королёв Е. А.",Pegasus,Некорректно проставлены отметки
2026-07-01,VF 276 ,73Х,СТАМБУЛ(САБИХА ГОКЦЕН),35,0,04:16,2096,2026-07-01 04:29:00,,,2026-07-01 06:50:00,2026-07-01 07:00:00,2026-07-01 06:50:00,2026-07-01 07:00:00,2026-07-01 04:47:00,133.0,,,-1,,0.0,,,,,,,Бородин А. В.,AJET,Не определено
2026-07-01,VF 277 ,73Х,СТАМБУЛ(САБИХА ГОКЦЕН),20,Y(А11),04:23,1866,2026-07-01 04:35:00,2026-07-01 04:37:00,,2026-07-01 04:37:00,2026-07-01 04:59:00,2026-07-01 04:37:00,2026-07-01 04:59:00,2026-07-01 04:51:00,8.0,10.0,2026-07-01 04:50:00,2026-07-01 05:09:00,,4.0,2026-07-01 04:44:00,2026-07-01 04:50:00,2026-07-01 05:03:00,2026-07-01 05:12:00,,,"Корнилов Н. А., Фанин Н. О.",AJET,Выдача от 30 до 40 минут
2026-07-01,PC 390 ,32Щ,СТАМБУЛ(САБИХА ГОКЦЕН),25,Y(А10),04:33,2615,2026-07-01 04:45:00,2026-07-01 04:46:00,,2026-07-01 04:48:00,2026-07-01 05:09:00,2026-07-01 04:48:00,2026-07-01 05:09:00,2026-07-01 05:06:00,3.0,4.0,2026-07-01 04:58:00,2026-07-01 05:17:00,,2.0,2026-07-01 04:54:00,2026-07-01 04:59:00,2026-07-01 05:12:00,2026-07-01 05:16:00,,,Тришкин А. В.,Pegasus,Выдача от 30 до 40 минут
2026-07-01,DV 815 ,7М8,АЛМАТЫ(АЛМАТЫ ИНТЛ.),21,Y(А13),01:31,1126,2026-07-01 01:45:00,2026-07-01 01:48:00,,2026-07-01 01:48:00,2026-07-01 01:54:00,2026-07-01 01:49:00,2026-07-01 01:54:00,2026-07-01 01:57:00,,,2026-07-01 02:00:00,2026-07-01 02:06:00,,0.0,2026-07-01 01:56:00,2026-07-01 02:01:00,,,,,"Королев А. А., Саидов А. С.",SCAT Airlines,Выдача до 30 минут
2026-07-01,УР 412 ,75В,ДАЛАМАН,64,Y(А10),02:55,1917,2026-07-01 03:12:00,2026-07-01 03:14:00,,2026-07-01 03:19:00,2026-07-01 03:34:00,2026-07-01 03:19:00,2026-07-01 03:34:00,2026-07-01 03:29:00,5.0,2.0,2026-07-01 03:32:00,2026-07-01 03:41:00,,0.0,2026-07-01 03:27:00,2026-07-01 03:32:00,2026-07-01 03:36:00,2026-07-01 03:42:00,,,Королёв Е. А.,FLYONE Armenia,Выдача до 30 минут
2026-07-01,ЮТ 358F,73Х,САМАРА(КУРУМОЧ),24,Y(А04),02:49,312,2026-07-01 03:02:00,2026-07-01 03:05:00,,2026-07-01 03:04:00,2026-07-01 03:07:00,2026-07-01 03:04:00,2026-07-01 03:07:00,2026-07-01 03:08:00,,1.0,2026-07-01 03:12:00,2026-07-01 03:13:00,,0.0,2026-07-01 03:08:00,2026-07-01 03:11:00,,,,,Лизенко Е. В.,Ютэйр,Выдача до 30 минут
2026-07-01,ДР 264 ,73Х,КАЛИНИНГРАД(ХРАБРОВО),44,Y(А04),00:20,484,2026-07-01 00:34:00,2026-07-01 00:36:00,,2026-07-01 00:38:00,2026-07-01 00:43:00,2026-07-01 00:38:00,2026-07-01 00:43:00,2026-07-01 00:41:00,2.0,2.0,2026-07-01 00:52:00,2026-07-01 00:55:00,,0.0,2026-07-01 00:45:00,2026-07-01 00:52:00,,,,,Виноградов А. А.,Победа,Выдача до 30 минут
2026-07-01,AZO 7008 ,СУ9,ТБИЛИСИ(ТБИЛИСИ ИНТЛ.),28,Y(А12),01:40,760,2026-07-01 02:01:00,2026-07-01 02:20:00,16.0,2026-07-01 02:05:00,2026-07-01 02:15:00,2026-07-01 02:05:00,2026-07-01 02:15:00,2026-07-01 02:10:00,5.0,5.0,2026-07-01 02:19:00,2026-07-01 02:21:00,,0.0,2026-07-01 02:14:00,2026-07-01 02:18:00,,,,,Тришкин А. В.,GEORGIAN AIRWAYS,Выдача до 30 минут
2026-07-01,ВГ 2390 ,ЯК4,ВОЛОГДА,45,0,09:30,20,2026-07-01 09:35:00,2026-07-01 09:37:00,,2026-07-01 09:36:00,2026-07-01 09:38:00,2026-07-01 09:36:00,2026-07-01 09:38:00,2026-07-01 09:39:00,,2.0,,-1,,0.0,,,,,,,Лесной Д. А.,Вологодское АП,Не определено
2026-07-01,ДР 998 ,73Х,САМАРКАНД(САМАРКАНД ИНТЛ.),50,Y(А12),08:07,107,2026-07-01 08:18:00,2026-07-01 08:20:00,,2026-07-01 08:21:00,2026-07-01 08:22:00,2026-07-01 08:21:00,2026-07-01 08:22:00,2026-07-01 08:23:00,,,2026-07-01 08:31:00,2026-07-01 08:32:00,,0.0,2026-07-01 08:24:00,2026-07-01 08:31:00,,,,,Андреев А. М.,Победа,Выдача до 30 минут
2026-07-01,ДР 436 ,73Х,УФА,48,Y(А04),06:28,394,2026-07-01 06:36:00,2026-07-01 06:40:00,1.0,2026-07-01 06:40:00,2026-07-01 06:43:00,2026-07-01 06:40:00,2026-07-01 06:43:00,2026-07-01 06:43:00,,,2026-07-01 06:48:00,2026-07-01 06:50:00,,0.0,2026-07-01 06:43:00,2026-07-01 06:49:00,,,,,Виноградов А. А.,Победа,Выдача до 30 минут
2026-07-01,ДР 408 ,7С8,ЕКАТЕРИНБУРГ(КОЛЬЦОВО),50,Y(А05),06:31,465,2026-07-01 06:37:00,2026-07-01 06:40:00,,2026-07-01 06:40:00,2026-07-01 06:46:00,2026-07-01 06:40:00,2026-07-01 06:46:00,2026-07-01 06:44:00,2.0,3.0,2026-07-01 06:55:00,2026-07-01 06:56:00,,0.0,2026-07-01 06:47:00,2026-07-01 06:55:00,,,,,Королёв Е. А.,Победа,Выдача до 30 минут
2026-07-01,ДР 1188 ,73Х,МАХАЧКАЛА,44,Y(А05),06:50,283,2026-07-01 06:58:00,2026-07-01 06:59:00,,2026-07-01 07:00:00,2026-07-01 07:04:00,2026-07-01 07:00:00,2026-07-01 07:04:00,2026-07-01 07:04:00,,2.0,2026-07-01 07:12:00,2026-07-01 07:14:00,,0.0,2026-07-01 07:03:00,2026-07-01 07:12:00,,,,,Тришкин А. В.,Победа,Выдача до 30 минут
2026-07-01,ХИ 9607 ,32Н,БУХАРА(БУХАРА ИНТЛ.),27,Y(А09),07:11,1699,2026-07-01 07:25:00,2026-07-01 07:25:00,,2026-07-01 07:28:00,2026-07-01 07:40:00,2026-07-01 07:28:00,2026-07-01 07:40:00,2026-07-01 07:40:00,,1.0,2026-07-01 07:35:00,2026-07-01 07:46:00,,0.0,2026-07-01 07:32:00,2026-07-01 07:36:00,2026-07-01 07:41:00,2026-07-01 07:44:00,,,Омурбе У. Б.,UZBEKISTAN AIRWAYS,Выдача до 30 минут
2026-07-01,AZO 7072 ,СУ9,КУТАИСИ(КУТАИСИ ИНТЛ.),57A,Y(А12),06:02,734,2026-07-01 06:12:00,2026-07-01 06:13:00,,2026-07-01 06:14:00,2026-07-01 06:23:00,2026-07-01 06:14:00,2026-07-01 06:23:00,2026-07-01 06:21:00,2.0,4.0,2026-07-01 06:28:00,2026-07-01 06:30:00,,0.0,2026-07-01 06:23:00,2026-07-01 06:31:00,,,,,Бородин А. В.,GEORGIAN AIRWAYS,Выдача до 30 минут
2026-07-01,ЮТ 786 ,73Х,ЕРЕВАН(ЗВАРТНОЦ ИНТЛ),16,Y(А13),06:21,1399,2026-07-01 06:27:00,2026-07-01 06:30:00,,2026-07-01 06:29:00,2026-07-01 06:37:00,2026-07-01 06:30:00,2026-07-01 06:37:00,2026-07-01 06:40:00,,,2026-07-01 06:41:00,2026-07-01 06:50:00,,0.0,2026-07-01 06:34:00,2026-07-01 06:40:00,2026-07-01 06:40:00,2026-07-01 06:45:00,,,"Баташан В. Ю., Лизенко Е. В.",Ютэйр,Выдача до 30 минут
2026-07-01,ХИ 9615 ,32Н,УРГЕНЧ(УРГЕНЧ ИНТЛ.),23,Y(А10),07:21,2056,2026-07-01 07:32:00,2026-07-01 07:34:00,,2026-07-01 07:36:00,2026-07-01 07:54:00,2026-07-01 07:36:00,2026-07-01 07:54:00,2026-07-01 07:50:00,4.0,4.0,2026-07-01 07:48:00,2026-07-01 08:02:00,,0.0,2026-07-01 07:43:00,2026-07-01 07:46:00,2026-07-01 07:56:00,2026-07-01 08:00:00,,,Пельгуев Д.,UZBEKISTAN AIRWAYS,Выдача до 30 минут
2026-07-01,ЮТ 356 ,73Х,ВЛАДИКАВКАЗ(БЕСЛАН),16,Y(А08),08:57,351,2026-07-01 09:04:00,2026-07-01 09:06:00,,2026-07-01 09:08:00,2026-07-01 09:11:00,2026-07-01 09:08:00,2026-07-01 09:11:00,2026-07-01 09:10:00,1.0,1.0,2026-07-01 09:17:00,2026-07-01 09:19:00,,0.0,2026-07-01 09:13:00,2026-07-01 09:17:00,,,,,Демчук Д. П.,Ютэйр,Выдача до 30 минут
2026-07-01,ЮТ 248 ,73Х,СУРГУТ,15,Y(А07),08:20,768,2026-07-01 08:31:00,2026-07-01 08:34:00,,2026-07-01 08:33:00,2026-07-01 08:41:00,2026-07-01 08:33:00,2026-07-01 08:41:00,2026-07-01 08:40:00,1.0,3.0,2026-07-01 08:47:00,2026-07-01 08:48:00,,0.0,2026-07-01 08:42:00,2026-07-01 08:49:00,,,,,Лаптев В. В.,Ютэйр,Выдача до 30 минут
2026-07-01,ЯК 475 ,73В,ЯКУТСК,58,Y(А06),08:24,1443,2026-07-01 08:34:00,2026-07-01 08:38:00,1.0,2026-07-01 08:38:00,2026-07-01 08:57:00,2026-07-01 08:38:00,2026-07-01 08:57:00,2026-07-01 08:48:00,9.0,9.0,2026-07-01 08:53:00,2026-07-01 09:05:00,,1.0,2026-07-01 08:46:00,2026-07-01 08:53:00,2026-07-01 08:58:00,2026-07-01 09:06:00,,,Хушвактов П. З.,Якутия,Выдача от 30 до 40 минут
2026-07-01,ДР 714 ,7С8,САМАРКАНД(САМАРКАНД ИНТЛ.),48,Y(А11),08:28,191,2026-07-01 08:37:00,2026-07-01 08:38:00,,2026-07-01 08:38:00,2026-07-01 08:40:00,2026-07-01 08:38:00,2026-07-01 08:40:00,2026-07-01 08:42:00,,1.0,2026-07-01 08:46:00,2026-07-01 08:47:00,,0.0,2026-07-01 08:40:00,2026-07-01 08:46:00,,,,,"Каламбеков У. О., Пельгуев Д.",Победа,Выдача до 30 минут
2026-07-01,ЮТ 560 ,73Х,МАХАЧКАЛА,24,Y(А08),08:34,700,2026-07-01 08:42:00,2026-07-01 08:44:00,,2026-07-01 08:48:00,2026-07-01 08:49:00,2026-07-01 08:48:00,2026-07-01 08:49:00,2026-07-01 08:51:00,,,2026-07-01 09:00:00,2026-07-01 09:02:00,,0.0,2026-07-01 08:52:00,2026-07-01 08:57:00,,,,,Додаров Ф. М.,Ютэйр,Выдача до 30 минут
