date,flight,type,route,mc,lent_num,arrive_runway,bag_waight,mc_arrive,hatch_open,err_hatch_open,beg_unload_spo,end_unload_spo,beg_unload_sobgp,end_unload_sobgp,end_unload_tgo,err_end_unload,violation_standart,time_beg_lenta,time_end_lenta,violation_first_bag,violation_last_bag,deliver_1_beg,deliver_1_end,deliver_2_beg,deliver_2_end,deliver_3_beg,deliver_3_end,senior_loader,company,bag_status
2026-08-01,ДР 836 ,73Х,ГАЗИПАША,44,Y(А12),17:25,1954,2026-08-01 17:34:00,2026-08-01 17:37:00,,2026-08-01 17:36:00,2026-08-01 17:53:00,2026-08-01 17:36:00,2026-08-01 17:53:00,2026-08-01 17:51:00,2.0,4.0,2026-08-01 17:50:00,2026-08-01 17:59:00,,0.0,2026-08-01 17:43:00,2026-08-01 17:50:00,2026-08-01 17:52:00,2026-08-01 17:58:00,,,Екимов С. С.,Победа,Выдача до 30 минут
2026-08-01,3F 325 ,320,ЕРЕВАН(ЗВАРТНОЦ ИНТЛ),30,Y(А13),17:33,1957,2026-08-01 17:43:00,2026-08-01 17:46:00,,2026-08-01 17:46:00,2026-08-01 18:06:00,2026-08-01 17:49:00,2026-08-01 18:06:00,2026-08-01 18:00:00,6.0,4.0,2026-08-01 18:02:00,2026-08-01 18:03:00,,0.0,2026-08-01 17:55:00,2026-08-01 18:00:00,2026-08-01 18:05:00,2026-08-01 18:09:00,,,"Иванов В. А., Михайлов М. С.",FLYONE Armenia,Выдача до 30 минут
2026-08-01,ДР 114 ,73Х,СОЧИ,49,Y(А05),17:48,988,2026-08-01 17:54:00,2026-08-01 17:56:00,,2026-08-01 17:59:00,2026-08-01 18:06:00,2026-08-01 17:59:00,2026-08-01 18:06:00,2026-08-01 18:05:00,1.0,,2026-08-01 18:13:00,2026-08-01 18:14:00,,0.0,2026-08-01 18:07:00,2026-08-01 18:14:00,,,,,Тихонов С. М.,Победа,Выдача до 30 минут
2026-08-01,AZO 7054 ,СУ9,БАТУМИ,28,Y(А11),18:03,1202,2026-08-01 18:14:00,2026-08-01 18:14:00,,2026-08-01 18:17:00,2026-08-01 18:29:00,2026-08-01 18:17:00,2026-08-01 18:29:00,2026-08-01 18:26:00,3.0,4.0,2026-08-01 18:27:00,2026-08-01 18:33:00,,0.0,2026-08-01 18:24:00,2026-08-01 18:26:00,2026-08-01 18:31:00,2026-08-01 18:34:00,,,Фанин Н. О.,GEORGIAN AIRWAYS,Выдача до 30 минут
2026-08-01,TK 415 ,32Б,СТАМБУЛ(СТАМБУЛ НЬЮ),22,Y(А09),18:10,3945,2026-08-01 18:19:00,2026-08-01 18:21:00,,2026-08-01 18:26:00,2026-08-01 18:41:00,2026-08-01 18:26:00,2026-08-01 18:41:00,2026-08-01 18:49:00,,,2026-08-01 18:33:00,2026-08-01 18:46:00,,0.0,2026-08-01 18:37:00,2026-08-01 18:41:00,2026-08-01 18:39:00,2026-08-01 18:46:00,,,Семиченков С. А.,Turkish Airlines,Выдача до 30 минут
2026-08-01,ФВ 6177 ,СУ9,САНКТ-ПЕТЕРБУРГ(ПУЛКОВО),8,Y(А04),18:16,196,2026-08-01 18:25:00,2026-08-01 18:26:00,,2026-08-01 18:28:00,2026-08-01 18:31:00,2026-08-01 18:28:00,2026-08-01 18:31:00,2026-08-01 18:30:00,1.0,2.0,2026-08-01 18:33:00,2026-08-01 18:34:00,,0.0,2026-08-01 18:31:00,2026-08-01 18:36:00,,,,,Харитонов И. А.,Россия,Выдача до 30 минут
2026-08-01,ЮВ 301 ,ЦР2,БУГУЛЬМА,45,Y(А05),21:30,535,2026-08-01 21:38:00,2026-08-01 21:38:00,,2026-08-01 21:41:00,2026-08-01 21:46:00,2026-08-01 21:41:00,2026-08-01 21:46:00,2026-08-01 21:46:00,,1.0,2026-08-01 21:53:00,2026-08-01 21:54:00,,0.0,2026-08-01 21:48:00,2026-08-01 21:53:00,,,,,Рустамов М. А.,ЮВТ АЭРО,Выдача до 30 минут
2026-08-01,ЮТ 746 ,73Х,БАКУ(ИМ. ГЕЙДАРА АЛИЕВА),18,Y(А10),17:20,1463,2026-08-01 17:29:00,2026-08-01 17:31:00,,2026-08-01 17:31:00,2026-08-01 17:45:00,2026-08-01 17:31:00,2026-08-01 17:45:00,2026-08-01 17:43:00,2.0,4.0,2026-08-01 17:44:00,2026-08-01 17:52:00,,0.0,2026-08-01 17:37:00,2026-08-01 17:44:00,2026-08-01 17:47:00,2026-08-01 17:52:00,,,Тришкин А. В.,Ютэйр,Выдача до 30 минут
2026-08-01,TK 3012 ,321,АНТАЛЬЯ,24,Y(А10),12:07,2397,2026-08-01 12:17:00,2026-08-01 12:19:00,,2026-08-01 12:24:00,2026-08-01 12:36:00,2026-08-01 12:24:00,2026-08-01 12:36:00,2026-08-01 12:37:00,,,2026-08-01 12:37:00,2026-08-01 12:43:00,,0.0,2026-08-01 12:33:00,2026-08-01 12:47:00,,,,,Чеканов В. А.,Turkish Airlines,Выдача до 30 минут
2026-08-01,ЮТ 464 ,73Х,ТЮМЕНЬ(РОЩИНО),11,Y(А06),18:50,1335,2026-08-01 19:01:00,2026-08-01 19:01:00,,2026-08-01 19:06:00,2026-08-01 19:16:00,2026-08-01 19:06:00,2026-08-01 19:16:00,2026-08-01 19:14:00,2.0,1.0,2026-08-01 19:17:00,2026-08-01 19:18:00,,0.0,2026-08-01 19:14:00,2026-08-01 19:16:00,2026-08-01 19:19:00,2026-08-01 19:21:00,,,Соколов И. С.,Ютэйр,Выдача до 30 минут
2026-08-01,TK 3082 ,32Б,АНТАЛЬЯ,24,Y(А09),13:47,1820,2026-08-01 13:56:00,2026-08-01 13:59:00,,2026-08-01 14:00:00,2026-08-01 14:09:00,2026-08-01 14:00:00,2026-08-01 14:09:00,2026-08-01 14:12:00,,,2026-08-01 14:11:00,2026-08-01 14:15:00,,0.0,2026-08-01 14:10:00,2026-08-01 14:18:00,,,,,Чеканов В. А.,Turkish Airlines,Выдача до 30 минут
2026-08-01,ФВ 6009 ,СУ9,САНКТ-ПЕТЕРБУРГ(ПУЛКОВО),8,Y(А04),12:21,196,2026-08-01 12:30:00,2026-08-01 12:32:00,,2026-08-01 12:35:00,2026-08-01 12:37:00,2026-08-01 12:35:00,2026-08-01 12:37:00,2026-08-01 12:35:00,2.0,1.0,2026-08-01 12:57:00,2026-08-01 12:58:00,7.0,0.0,2026-08-01 12:38:00,2026-08-01 12:41:00,,,,,Ушаков Г. А.,Россия,Выдача до 30 минут
2026-08-01,NE 614 ,320,ХУРГАДА(ХУРГАДА ИНТЛ.),26,Y(А09),12:40,1821,2026-08-01 12:49:00,2026-08-01 12:56:00,4.0,2026-08-01 12:59:00,2026-08-01 13:16:00,2026-08-01 12:59:00,2026-08-01 13:16:00,2026-08-01 13:05:00,11.0,5.0,2026-08-01 13:08:00,2026-08-01 13:21:00,,2.0,2026-08-01 13:05:00,2026-08-01 13:08:00,2026-08-01 13:16:00,2026-08-01 13:19:00,,,Кейта А. С.,Nesma Airlines,Выдача от 30 до 40 минут
2026-08-01,ЮТ 786A,762,ЕРЕВАН(ЗВАРТНОЦ ИНТЛ),21,Y(А13),12:56,1867,2026-08-01 13:08:00,2026-08-01 13:09:00,,2026-08-01 13:12:00,2026-08-01 13:32:00,2026-08-01 13:12:00,2026-08-01 13:32:00,2026-08-01 13:24:00,8.0,8.0,2026-08-01 13:27:00,2026-08-01 13:29:00,,0.0,2026-08-01 13:12:00,2026-08-01 13:33:00,,,,,Иванов В. А.,Ютэйр,Выдача до 30 минут
2026-08-01,TK 417 ,32Б,СТАМБУЛ(СТАМБУЛ НЬЮ),23,Y(А10),13:01,3358,2026-08-01 13:23:00,2026-08-01 13:24:00,,2026-08-01 13:26:00,2026-08-01 13:43:00,2026-08-01 13:26:00,2026-08-01 13:43:00,2026-08-01 13:49:00,,,2026-08-01 13:41:00,2026-08-01 13:50:00,,0.0,2026-08-01 13:45:00,2026-08-01 13:51:00,2026-08-01 13:28:00,2026-08-01 13:42:00,,,Попов Д. В.,Turkish Airlines,Выдача до 30 минут
2026-08-01,ДР 262 ,73Х,КАЛИНИНГРАД(ХРАБРОВО),48,Y(А06),15:14,1076,2026-08-01 15:24:00,2026-08-01 15:26:00,,2026-08-01 15:26:00,2026-08-01 15:33:00,2026-08-01 15:26:00,2026-08-01 15:33:00,2026-08-01 15:35:00,,,2026-08-01 15:39:00,2026-08-01 15:41:00,,0.0,2026-08-01 15:35:00,2026-08-01 15:40:00,,,,,Михайлов М. С.,Победа,Выдача до 30 минут
2026-08-01,NE 644 ,321,ШАРМ ЭЛЬ ШЕЙХ(ШАРМ ЭЛЬ ШЕЙХ ИНТЛ.),20,Y(А10),18:28,2191,2026-08-01 18:36:00,2026-08-01 18:37:00,,2026-08-01 18:40:00,2026-08-01 18:54:00,2026-08-01 18:41:00,2026-08-01 18:54:00,2026-08-01 18:55:00,,,2026-08-01 18:50:00,2026-08-01 18:58:00,,0.0,2026-08-01 18:44:00,2026-08-01 18:50:00,2026-08-01 18:53:00,2026-08-01 18:57:00,,,"Рустамов М. А., Харитонов И. А.",Nesma Airlines,Выдача до 30 минут
2026-08-01,ЮТ 270 ,73Х,СОЧИ,15,Y(А05),15:37,997,2026-08-01 15:44:00,2026-08-01 15:45:00,,2026-08-01 15:47:00,2026-08-01 15:56:00,2026-08-01 15:47:00,2026-08-01 15:56:00,2026-08-01 15:55:00,1.0,2.0,2026-08-01 16:04:00,2026-08-01 16:06:00,,0.0,2026-08-01 15:57:00,2026-08-01 16:05:00,,,,,Рустамов М. А.,Ютэйр,Выдача до 30 минут
2026-08-01,TK 1231 ,32Б,АНТАЛЬЯ,29,Y(А11),11:51,2017,2026-08-01 12:04:00,2026-08-01 12:07:00,,2026-08-01 12:07:00,2026-08-01 12:21:00,2026-08-01 12:07:00,2026-08-01 12:21:00,2026-08-01 12:21:00,,1.0,2026-08-01 12:20:00,2026-08-01 12:26:00,,0.0,2026-08-01 12:19:00,2026-08-01 12:22:00,,,,,Харитонов И. А.,Turkish Airlines,Выдача до 30 минут
2026-08-01,TK 3070 ,32Б,АНТАЛЬЯ,25,Y(А09),11:42,1890,2026-08-01 11:51:00,2026-08-01 11:57:00,3.0,2026-08-01 12:00:00,2026-08-01 12:09:00,2026-08-01 12:00:00,2026-08-01 12:09:00,2026-08-01 12:08:00,1.0,,2026-08-01 12:16:00,2026-08-01 12:22:00,5.0,1.0,2026-08-01 12:10:00,2026-08-01 12:15:00,,,,,Соколов И. С.,Turkish Airlines,Выдача от 30 до 40 минут
2026-08-01,ЮТ 744 ,734,ГЯНДЖА,16,Y(А12),14:05,1296,2026-08-01 14:11:00,2026-08-01 14:14:00,,2026-08-01 14:17:00,2026-08-01 14:28:00,2026-08-01 14:17:00,2026-08-01 14:28:00,2026-08-01 14:24:00,4.0,2.0,2026-08-01 14:31:00,2026-08-01 14:37:00,,0.0,2026-08-01 14:26:00,2026-08-01 14:31:00,2026-08-01 14:29:00,2026-08-01 14:34:00,,,Королёв Е. А.,Ютэйр,Выдача до 30 минут
2026-08-01,PC 388 ,32Щ,СТАМБУЛ(САБИХА ГОКЦЕН),20,Y(А09),14:10,2943,2026-08-01 14:21:00,2026-08-01 14:22:00,,2026-08-01 14:23:00,2026-08-01 14:41:00,2026-08-01 14:24:00,2026-08-01 14:41:00,2026-08-01 14:45:00,,,2026-08-01 14:36:00,2026-08-01 14:42:00,,0.0,2026-08-01 14:31:00,2026-08-01 14:36:00,2026-08-01 14:38:00,2026-08-01 14:42:00,,,"Тришкин А. В., Харитонов И. А.",Pegasus,Выдача до 30 минут
2026-08-01,ФВ 6027 ,СУ9,САНКТ-ПЕТЕРБУРГ(ПУЛКОВО),8,Y(А04),14:14,186,2026-08-01 14:28:00,2026-08-01 14:28:00,,2026-08-01 14:31:00,2026-08-01 14:35:00,2026-08-01 14:31:00,2026-08-01 14:35:00,2026-08-01 14:33:00,2.0,3.0,2026-08-01 14:37:00,2026-08-01 14:38:00,,0.0,2026-08-01 14:34:00,2026-08-01 14:37:00,,,,,Екимов С. С.,Россия,Выдача до 30 минут
2026-08-01,NE 640 ,321,ШАРМ ЭЛЬ ШЕЙХ(ШАРМ ЭЛЬ ШЕЙХ ИНТЛ.),19,Y(А11),14:18,1951,2026-08-01 14:30:00,2026-08-01 14:31:00,,2026-08-01 14:34:00,2026-08-01 14:54:00,2026-08-01 14:34:00,2026-08-01 14:54:00,2026-08-01 14:47:00,7.0,7.0,2026-08-01 14:46:00,2026-08-01 14:59:00,,0.0,2026-08-01 14:41:00,2026-08-01 14:46:00,2026-08-01 14:55:00,2026-08-01 14:59:00,,,"Семиченков С. А., Тихонов С. М.",Nesma Airlines,Выдача до 30 минут
2026-08-01,ЖГ 937 ,735,БАТУМИ,30,Y(А11),13:06,1720,2026-08-01 13:14:00,2026-08-01 13:16:00,,2026-08-01 13:19:00,2026-08-01 13:39:00,2026-08-01 13:19:00,2026-08-01 13:39:00,2026-08-01 13:29:00,10.0,9.0,2026-08-01 13:33:00,2026-08-01 13:44:00,,0.0,2026-08-01 13:30:00,2026-08-01 13:34:00,2026-08-01 13:39:00,2026-08-01 13:43:00,,,Тихонов С. М.,GEORGIAN AIRWAYS,Выдача до 30 минут
2026-08-01,4S 333 ,73Х,ШАРМ ЭЛЬ ШЕЙХ(ШАРМ ЭЛЬ ШЕЙХ ИНТЛ.),25,Y(А10),14:58,2091,2026-08-01 15:16:00,2026-08-01 15:17:00,,2026-08-01 15:20:00,2026-08-01 15:43:00,2026-08-01 15:42:00,2026-08-01 15:43:00,2026-08-01 15:34:00,9.0,,2026-08-01 15:32:00,2026-08-01 15:47:00,,1.0,2026-08-01 15:26:00,2026-08-01 15:32:00,2026-08-01 15:38:00,2026-08-01 15:42:00,,,"Кейта А. С., Тришкин А. В.",Red Sea,Выдача от 30 до 40 минут
2026-08-01,ЮТ 576 ,734,КРАСНОДАР(ПАШКОВСКИЙ),15,Y(А07),18:31,793,2026-08-01 18:38:00,2026-08-01 18:40:00,,2026-08-01 18:41:00,2026-08-01 18:54:00,2026-08-01 18:41:00,2026-08-01 18:54:00,2026-08-01 18:47:00,7.0,8.0,2026-08-01 19:00:00,2026-08-01 19:02:00,2.0,0.0,2026-08-01 18:56:00,2026-08-01 19:01:00,,,,,Андреев А. М.,Ютэйр,Выдача до 30 минут
2026-08-01,ДР 856 ,73Х,ГЮМРИ(ШИРАК),50,Y(А13),14:02,1310,2026-08-01 14:12:00,2026-08-01 14:12:00,,2026-08-01 14:14:00,2026-08-01 14:22:00,2026-08-01 14:14:00,2026-08-01 14:22:00,2026-08-01 14:25:00,,,2026-08-01 14:25:00,2026-08-01 14:33:00,,0.0,2026-08-01 14:20:00,2026-08-01 14:25:00,2026-08-01 14:24:00,2026-08-01 14:30:00,,,Рустамов М. А.,Победа,Выдача до 30 минут
2026-08-01,TK 3192 ,321,АНТАЛЬЯ,19,Y(А09),12:15,2059,2026-08-01 12:23:00,2026-08-01 12:25:00,,2026-08-01 12:26:00,2026-08-01 12:37:00,2026-08-01 12:26:00,2026-08-01 12:37:00,2026-08-01 12:41:00,,,2026-08-01 12:38:00,2026-08-01 12:42:00,,0.0,2026-08-01 12:38:00,2026-08-01 12:44:00,,,,,Тришкин А. В.,Turkish Airlines,Выдача до 30 минут
2026-08-01,ФВ 6025 ,СУ9,САНКТ-ПЕТЕРБУРГ(ПУЛКОВО),9,Y(А04),13:38,314,2026-08-01 13:49:00,2026-08-01 13:52:00,,2026-08-01 13:52:00,2026-08-01 13:55:00,2026-08-01 13:52:00,2026-08-01 13:55:00,2026-08-01 13:55:00,,1.0,2026-08-01 13:57:00,2026-08-01 14:02:00,,0.0,2026-08-01 13:56:00,2026-08-01 13:57:00,,,,,Харитонов И. А.,Россия,Выдача до 30 минут
2026-08-01,ДР 964 ,7С8,ДАЛАМАН,46,Y(А12),19:55,1549,2026-08-01 20:03:00,2026-08-01 20:05:00,,2026-08-01 20:05:00,2026-08-01 20:15:00,2026-08-01 20:05:00,2026-08-01 20:15:00,2026-08-01 20:17:00,,,2026-08-01 20:19:00,2026-08-01 20:22:00,,0.0,2026-08-01 20:12:00,2026-08-01 20:16:00,2026-08-01 20:18:00,2026-08-01 20:24:00,,,Смирнов Н. В.,Победа,Выдача до 30 минут
2026-08-01,NE 648 ,320,ШАРМ ЭЛЬ ШЕЙХ(ШАРМ ЭЛЬ ШЕЙХ ИНТЛ.),30,Y(А11),21:53,1422,2026-08-01 22:05:00,2026-08-01 22:10:00,2.0,2026-08-01 22:11:00,2026-08-01 22:21:00,2026-08-01 22:11:00,2026-08-01 22:21:00,2026-08-01 22:18:00,3.0,1.0,2026-08-01 22:29:00,2026-08-01 22:30:00,4.0,0.0,2026-08-01 22:14:00,2026-08-01 22:18:00,2026-08-01 22:23:00,2026-08-01 22:30:00,,,Науну М.,Nesma Airlines,Выдача до 30 минут
2026-08-01,УТА 6132 ,734,СУРГУТ,8,Y(А08),21:56,475,2026-08-01 22:05:00,2026-08-01 22:07:00,,2026-08-01 22:08:00,2026-08-01 22:13:00,2026-08-01 22:08:00,2026-08-01 22:13:00,2026-08-01 22:12:00,1.0,2.0,2026-08-01 22:17:00,2026-08-01 22:19:00,,0.0,2026-08-01 22:15:00,2026-08-01 22:17:00,,,,,Фанин Н. О.,Ютэйр,Выдача до 30 минут
2026-08-01,ФВ 6185 ,СУ9,САНКТ-ПЕТЕРБУРГ(ПУЛКОВО),10,Y(А04),22:15,113,2026-08-01 22:24:00,2026-08-01 22:26:00,,2026-08-01 22:28:00,2026-08-01 22:30:00,2026-08-01 22:28:00,2026-08-01 22:30:00,2026-08-01 22:29:00,1.0,1.0,2026-08-01 22:32:00,2026-08-01 22:33:00,,0.0,2026-08-01 22:30:00,2026-08-01 22:33:00,,,,,Семиченков С. А.,Россия,Выдача до 30 минут
2026-08-01,ЮТ 810 ,73Х,САМАРКАНД(САМАРКАНД ИНТЛ.),16,Y(А12),22:18,1068,2026-08-01 22:27:00,2026-08-01 22:30:00,,2026-08-01 22:31:00,2026-08-01 22:38:00,2026-08-01 22:31:00,2026-08-01 22:38:00,2026-08-01 22:38:00,,,2026-08-01 22:45:00,2026-08-01 22:46:00,,0.0,2026-08-01 22:39:00,2026-08-01 22:45:00,,,,,Соколов И. С.,Ютэйр,Выдача до 30 минут
2026-08-01,NE 616 ,320,ХУРГАДА(ХУРГАДА ИНТЛ.),25,Y(А11),22:26,1835,2026-08-01 22:39:00,2026-08-01 22:39:00,,2026-08-01 22:41:00,2026-08-01 22:53:00,2026-08-01 22:41:00,2026-08-01 22:53:00,2026-08-01 22:55:00,,,2026-08-01 22:50:00,2026-08-01 22:58:00,,0.0,2026-08-01 22:47:00,2026-08-01 22:51:00,2026-08-01 22:55:00,2026-08-01 22:59:00,,,Фанин Н. О.,Nesma Airlines,Выдача до 30 минут
2026-08-01,PBD 840 ,7С8,АНТАЛЬЯ,47,Y(А09),18:56,1604,2026-08-01 19:03:00,2026-08-01 19:04:00,,2026-08-01 19:06:00,2026-08-01 19:17:00,2026-08-01 19:06:00,2026-08-01 19:17:00,2026-08-01 19:18:00,,,2026-08-01 19:17:00,2026-08-01 19:27:00,,0.0,2026-08-01 19:12:00,2026-08-01 19:18:00,2026-08-01 19:19:00,2026-08-01 19:27:00,,,Гафуров О. Ф.,Победа,Выдача до 30 минут
2026-08-01,ХИ 613 ,788,ТАШКЕНТ(ТАШКЕНТ ИНТЛ.),23,Y(А10),19:51,3152,2026-08-01 20:05:00,2026-08-01 20:07:00,,2026-08-01 20:11:00,2026-08-01 20:23:00,2026-08-01 20:11:00,2026-08-01 20:23:00,2026-08-01 20:30:00,,,2026-08-01 20:24:00,2026-08-01 20:31:00,,0.0,2026-08-01 20:37:00,2026-08-01 20:41:00,2026-08-01 20:22:00,2026-08-01 20:26:00,,,Корнилов Н. А.,UZBEKISTAN AIRWAYS,Выдача до 30 минут
2026-08-01,ХИ 9627 ,32Н,ФЕРГАНА(ФЕРГАНА ИНТЛ.),24,Y(А11),19:38,2121,2026-08-01 19:50:00,2026-08-01 19:51:00,,2026-08-01 19:54:00,2026-08-01 20:07:00,2026-08-01 19:54:00,2026-08-01 20:07:00,2026-08-01 20:08:00,,,2026-08-01 20:01:00,2026-08-01 20:14:00,,0.0,2026-08-01 19:58:00,2026-08-01 20:01:00,2026-08-01 20:07:00,2026-08-01 20:13:00,,,Лизенко Е. В.,UZBEKISTAN AIRWAYS,Выдача до 30 минут
2026-08-01,J2 803 ,76В,БАКУ(ИМ. ГЕЙДАРА АЛИЕВА),18,Y(А10),21:46,2206,2026-08-01 21:56:00,2026-08-01 21:56:00,,2026-08-01 22:00:00,2026-08-01 22:10:00,2026-08-01 22:00:00,2026-08-01 22:10:00,2026-08-01 22:15:00,,,2026-08-01 22:18:00,2026-08-01 22:26:00,2.0,0.0,2026-08-01 22:08:00,2026-08-01 22:19:00,,,,,Лизенко Е. В.,AZAL,Выдача до 30 минут
2026-08-01,PC 1576 ,32Щ,АНТАЛЬЯ,27,Y(А10),23:47,3000,2026-08-01 23:56:00,2026-08-01 23:57:00,,2026-08-01 23:59:00,2026-08-02 00:16:00,2026-08-01 23:59:00,2026-08-02 00:16:00,2026-08-02 00:20:00,,,2026-08-02 00:07:00,2026-08-02 00:26:00,,0.0,2026-08-02 00:03:00,2026-08-02 00:06:00,2026-08-02 00:16:00,2026-08-02 00:20:00,,,"Лизенко Е. В., Науну М.",Pegasus,Выдача до 30 минут
2026-08-01,ЮТ 358 ,73Х,САМАРА(КУРУМОЧ),17,Y(А07),23:51,665,2026-08-01 23:59:00,2026-08-02 00:00:00,,2026-08-02 00:01:00,2026-08-02 00:06:00,2026-08-02 00:01:00,2026-08-02 00:06:00,2026-08-02 00:07:00,,1.0,2026-08-02 00:11:00,2026-08-02 00:13:00,,0.0,2026-08-02 00:07:00,2026-08-02 00:11:00,,,,,Конюхов Я. А.,Ютэйр,Выдача до 30 минут
