date,flight,type,route,mc,lent_num,arrive_runway,bag_waight,mc_arrive,hatch_open,err_hatch_open,beg_unload_spo,end_unload_spo,beg_unload_sobgp,end_unload_sobgp,end_unload_tgo,err_end_unload,violation_standart,time_beg_lenta,time_end_lenta,violation_first_bag,violation_last_bag,deliver_1_beg,deliver_1_end,deliver_2_beg,deliver_2_end,deliver_3_beg,deliver_3_end,senior_loader,company,bag_status
2026-09-01,ЖГ 932 ,73Х,ТБИЛИСИ(ТБИЛИСИ ИНТЛ.),30,Y(А10),02:30,2612,2026-09-01 02:38:00,2026-09-01 02:40:00,,2026-09-01 02:41:00,2026-09-01 02:53:00,2026-09-01 02:41:00,2026-09-01 02:53:00,2026-09-01 02:59:00,,,2026-09-01 02:50:00,2026-09-01 03:01:00,,0.0,2026-09-01 02:47:00,2026-09-01 02:54:00,2026-09-01 02:56:00,2026-09-01 02:59:00,,,"Сыргаков Б. А., Ушаков Г. А.",GEORGIAN AIRWAYS,Выдача до 30 минут
2026-09-01,TK 3122 ,32Б,БОДРУМ(МИЛАС),18,Y(А09),02:39,2082,2026-09-01 02:49:00,2026-09-01 02:51:00,,2026-09-01 02:54:00,2026-09-01 03:01:00,2026-09-01 02:54:00,2026-09-01 03:01:00,2026-09-01 03:07:00,,,2026-09-01 03:03:00,2026-09-01 03:08:00,,0.0,2026-09-01 03:02:00,2026-09-01 03:08:00,,,,,Дубинский В. Д.,Turkish Airlines,Выдача до 30 минут
2026-09-01,PC 386 ,32Щ,СТАМБУЛ(САБИХА ГОКЦЕН),20,Y(А10),02:46,3443,2026-09-01 02:58:00,2026-09-01 02:58:00,,2026-09-01 02:58:00,2026-09-01 03:16:00,2026-09-01 02:59:00,2026-09-01 03:16:00,2026-09-01 03:25:00,,,2026-09-01 03:11:00,2026-09-01 03:24:00,,0.0,2026-09-01 03:04:00,2026-09-01 03:11:00,2026-09-01 03:18:00,2026-09-01 03:25:00,,,"Музафаров А. С., Тано Б. А.",Pegasus,Выдача до 30 минут
2026-09-01,3F 323 ,320,ЕРЕВАН(ЗВАРТНОЦ ИНТЛ),22,Y(А13),02:51,1216,2026-09-01 03:05:00,2026-09-01 03:08:00,,2026-09-01 03:09:00,2026-09-01 03:17:00,2026-09-01 03:09:00,2026-09-01 03:17:00,2026-09-01 03:17:00,,,2026-09-01 03:22:00,2026-09-01 03:25:00,,0.0,2026-09-01 03:19:00,2026-09-01 03:25:00,2026-09-01 03:16:00,2026-09-01 03:22:00,,,"Каламбеков У. О., Черкас В. А.",FLYONE Armenia,Выдача до 30 минут
2026-09-01,NE 642 ,320,ШАРМ ЭЛЬ ШЕЙХ(ШАРМ ЭЛЬ ШЕЙХ ИНТЛ.),24,Y(А12),03:04,1902,2026-09-01 03:21:00,2026-09-01 03:22:00,,2026-09-01 03:23:00,2026-09-01 03:39:00,2026-09-01 03:23:00,2026-09-01 03:39:00,2026-09-01 03:38:00,1.0,3.0,2026-09-01 03:32:00,2026-09-01 03:44:00,,0.0,2026-09-01 03:28:00,2026-09-01 03:33:00,2026-09-01 03:41:00,2026-09-01 03:45:00,,,Федоров Н. В.,Nesma Airlines,Выдача до 30 минут
2026-09-01,TK 3006 ,32Б,АНТАЛЬЯ,19,Y(А09),03:21,1908,2026-09-01 03:31:00,2026-09-01 03:33:00,,2026-09-01 03:37:00,2026-09-01 03:50:00,2026-09-01 03:37:00,2026-09-01 03:50:00,2026-09-01 03:48:00,2.0,,2026-09-01 03:52:00,2026-09-01 03:59:00,1.0,0.0,2026-09-01 03:49:00,2026-09-01 04:00:00,,,,,Киричек А. А.,Turkish Airlines,Выдача до 30 минут
2026-09-01,FZ 965 ,7М8,ДУБАЙ(ДУБАЙ ИНТЛ.),29,Y(А10),01:51,2622,2026-09-01 02:03:00,2026-09-01 02:07:00,1.0,2026-09-01 02:06:00,2026-09-01 02:18:00,2026-09-01 02:06:00,2026-09-01 02:18:00,2026-09-01 02:24:00,,,2026-09-01 02:22:00,2026-09-01 02:26:00,,0.0,2026-09-01 02:12:00,2026-09-01 02:15:00,2026-09-01 02:20:00,2026-09-01 02:23:00,,,"Дубинский В. Д., Литвин И. С.",flydubai,Выдача до 30 минут
2026-09-01,TK 407 ,333,СТАМБУЛ(СТАМБУЛ НЬЮ),22,Y(А09),05:51,5537,2026-09-01 06:04:00,2026-09-01 06:05:00,,2026-09-01 06:08:00,2026-09-01 06:25:00,2026-09-01 06:09:00,2026-09-01 06:25:00,2026-09-01 06:45:00,,,2026-09-01 06:21:00,2026-09-01 06:38:00,,4.0,2026-09-01 06:10:00,2026-09-01 06:30:00,2026-09-01 05:54:00,2026-09-01 06:23:00,2026-09-01 06:04:00,2026-09-01 06:35:00,"Ушаков Г. А., Ушаков П. А.",Turkish Airlines,Выдача от 30 до 40 минут
2026-09-01,VF 587 ,73Х,АНКАРА(ЕСЕНБОГА),25,Y(А09),04:03,2523,2026-09-01 04:15:00,2026-09-01 04:18:00,,2026-09-01 04:19:00,2026-09-01 04:35:00,2026-09-01 04:19:00,2026-09-01 04:35:00,2026-09-01 04:36:00,,,2026-09-01 04:32:00,2026-09-01 04:40:00,,0.0,2026-09-01 04:36:00,2026-09-01 04:40:00,2026-09-01 04:28:00,2026-09-01 04:32:00,,,"Хушвактов П. З., Юрков С.",AJET,Выдача до 30 минут
2026-09-01,VF 277 ,73Х,СТАМБУЛ(САБИХА ГОКЦЕН),27,Y(А12),04:45,2192,2026-09-01 04:58:00,2026-09-01 05:02:00,1.0,2026-09-01 05:04:00,2026-09-01 05:19:00,2026-09-01 05:04:00,2026-09-01 05:19:00,2026-09-01 05:17:00,2.0,,2026-09-01 05:11:00,2026-09-01 05:29:00,,1.0,2026-09-01 05:06:00,2026-09-01 05:10:00,2026-09-01 05:20:00,2026-09-01 05:24:00,,,"Ушаков Г. А., Ушаков П. А.",AJET,Выдача от 30 до 40 минут
2026-09-01,PC 390 ,32Щ,СТАМБУЛ(САБИХА ГОКЦЕН),21,Y(А10),04:56,3095,2026-09-01 05:06:00,2026-09-01 05:09:00,,2026-09-01 05:10:00,2026-09-01 05:34:00,2026-09-01 05:10:00,2026-09-01 05:34:00,2026-09-01 05:31:00,3.0,3.0,2026-09-01 05:21:00,2026-09-01 05:40:00,,4.0,2026-09-01 05:16:00,2026-09-01 05:20:00,2026-09-01 05:26:00,2026-09-01 05:40:00,,,"Литвин И. С., Омурбек У. Б.",Pegasus,Выдача от 30 до 40 минут
2026-09-01,PC 1456 ,32Щ,БОДРУМ(МИЛАС),20,Y(А10),05:00,2405,2026-09-01 05:10:00,2026-09-01 05:13:00,,2026-09-01 05:14:00,2026-09-01 05:29:00,2026-09-01 05:28:00,2026-09-01 05:29:00,2026-09-01 05:30:00,,,2026-09-01 05:23:00,2026-09-01 05:35:00,,0.0,2026-09-01 05:23:00,2026-09-01 05:24:00,2026-09-01 05:18:00,2026-09-01 05:35:00,,,"Попов А. И., Рябчевский В. О.",Pegasus,Выдача до 30 минут
2026-09-01,NE 602 ,320,ХУРГАДА(ХУРГАДА ИНТЛ.),24,Y(А11),05:05,1773,2026-09-01 05:17:00,2026-09-01 05:19:00,,2026-09-01 05:29:00,2026-09-01 05:36:00,2026-09-01 05:29:00,2026-09-01 05:36:00,2026-09-01 05:33:00,3.0,,2026-09-01 05:35:00,2026-09-01 05:40:00,,0.0,2026-09-01 05:29:00,2026-09-01 05:33:00,2026-09-01 05:37:00,2026-09-01 05:49:00,,,Дубинский В. Д.,Nesma Airlines,Выдача до 30 минут
2026-09-01,FZ 967 ,7М8,ДУБАЙ(ДУБАЙ ИНТЛ.),29,Y(А10),05:14,2594,2026-09-01 05:26:00,2026-09-01 05:28:00,,2026-09-01 05:27:00,2026-09-01 05:50:00,2026-09-01 05:28:00,2026-09-01 05:50:00,2026-09-01 05:47:00,3.0,5.0,2026-09-01 05:39:00,2026-09-01 06:04:00,,8.0,2026-09-01 05:35:00,2026-09-01 05:37:00,2026-09-01 05:52:00,2026-09-01 06:03:00,,,"Михайлов М. С., Черкас В. А.",flydubai,Выдача от 30 до 40 минут
2026-09-01,TK 419 ,333,СТАМБУЛ(СТАМБУЛ НЬЮ),23,Y(А09),05:18,4674,2026-09-01 05:35:00,2026-09-01 05:37:00,,2026-09-01 05:36:00,2026-09-01 05:59:00,2026-09-01 05:36:00,2026-09-01 05:59:00,2026-09-01 06:10:00,,,2026-09-01 05:47:00,2026-09-01 06:04:00,,0.0,2026-09-01 05:39:00,2026-09-01 06:07:00,2026-09-01 05:30:00,2026-09-01 06:07:00,,,Демчук Д. П.,Turkish Airlines,Выдача до 30 минут
2026-09-01,SVR 2462 ,321,ТАШКЕНТ(ТАШКЕНТ ИНТЛ.),37,Y(А09),04:35,1442,2026-09-01 04:47:00,,,2026-09-01 05:29:00,2026-09-01 05:42:00,2026-09-01 05:29:00,2026-09-01 05:42:00,2026-09-01 05:01:00,41.0,3.0,,-1,,0.0,,,,,2026-09-01 05:32:00,2026-09-01 05:51:00,Каламбеков У. О.,Уральские Авиалинии,Некорректно проставлены отметки
2026-09-01,TK 3014A,321,АНТАЛЬЯ,26,Y(А09),04:43,2748,2026-09-01 04:57:00,2026-09-01 04:59:00,,2026-09-01 05:12:00,2026-09-01 05:22:00,2026-09-01 05:12:00,2026-09-01 05:22:00,2026-09-01 05:19:00,3.0,,2026-09-01 05:26:00,2026-09-01 05:29:00,9.0,2.0,2026-09-01 05:22:00,2026-09-01 05:23:00,2026-09-01 05:11:00,2026-09-01 05:26:00,,,Хушвактов П. З.,Turkish Airlines,Выдача от 30 до 40 минут
2026-09-01,ДР 486 ,7С8,УЛЬЯНОВСК(БАРАТАЕВКА),49,Y(А08),00:37,319,2026-09-01 00:47:00,2026-09-01 00:47:00,,2026-09-01 00:49:00,2026-09-01 00:53:00,2026-09-01 00:49:00,2026-09-01 00:53:00,2026-09-01 00:53:00,,2.0,2026-09-01 01:04:00,2026-09-01 01:05:00,,0.0,2026-09-01 00:56:00,2026-09-01 01:03:00,,,,,Дубинский В. Д.,Победа,Выдача до 30 минут
2026-09-01,ДР 434 ,73Х,ПЕРМЬ(БОЛЬШОЕ САВИНО),50,Y(А08),06:27,358,2026-09-01 06:33:00,2026-09-01 06:37:00,1.0,2026-09-01 06:38:00,2026-09-01 06:41:00,2026-09-01 06:38:00,2026-09-01 06:41:00,2026-09-01 06:39:00,2.0,1.0,2026-09-01 06:49:00,2026-09-01 06:52:00,,0.0,2026-09-01 06:45:00,2026-09-01 06:48:00,,,,,Омурбек У. Б.,Победа,Выдача до 30 минут
2026-09-01,NE 614 ,320,ХУРГАДА(ХУРГАДА ИНТЛ.),18,Y(А09),09:12,1242,2026-09-01 09:20:00,2026-09-01 09:23:00,,2026-09-01 09:28:00,2026-09-01 09:39:00,2026-09-01 09:28:00,2026-09-01 09:39:00,2026-09-01 09:32:00,7.0,3.0,2026-09-01 09:39:00,2026-09-01 09:45:00,,0.0,2026-09-01 09:35:00,2026-09-01 09:39:00,2026-09-01 09:41:00,2026-09-01 09:46:00,,,Потапов Е. А.,Nesma Airlines,Выдача до 30 минут
2026-09-01,ЮТ 786 ,762,ЕРЕВАН(ЗВАРТНОЦ ИНТЛ),19,Y(А13),06:38,1905,2026-09-01 06:48:00,2026-09-01 06:50:00,,2026-09-01 06:53:00,2026-09-01 07:06:00,2026-09-01 06:53:00,2026-09-01 07:06:00,2026-09-01 07:05:00,1.0,,2026-09-01 07:06:00,2026-09-01 07:08:00,,0.0,2026-09-01 06:55:00,2026-09-01 07:27:00,,,,,Михайлов М. С.,Ютэйр,Выдача до 30 минут
2026-09-01,ДР 742 ,7С8,ТАШКЕНТ(ТАШКЕНТ ИНТЛ.),49,Y(А11),07:16,284,2026-09-01 07:28:00,2026-09-01 07:29:00,,2026-09-01 07:30:00,2026-09-01 07:32:00,2026-09-01 07:30:00,2026-09-01 07:32:00,2026-09-01 07:34:00,,,2026-09-01 07:39:00,2026-09-01 07:40:00,,0.0,2026-09-01 07:34:00,2026-09-01 07:39:00,,,,,Рустамов М. А.,Победа,Выдача до 30 минут
2026-09-01,В2 981 ,Е75,МИНСК(МИНСК ИНТЛ.),29,Y(А13),07:39,179,2026-09-01 07:46:00,2026-09-01 07:48:00,,2026-09-01 07:52:00,2026-09-01 07:53:00,2026-09-01 07:52:00,2026-09-01 07:53:00,2026-09-01 07:51:00,2.0,,2026-09-01 07:57:00,2026-09-01 07:58:00,,0.0,2026-09-01 07:54:00,2026-09-01 07:57:00,,,,,Фанин Н. О.,Белавиа,Выдача до 30 минут
2026-09-01,ДР 414 ,73Х,ЧЕЛЯБИНСК(БАЛАНДИНО),44,Y(А08),07:41,493,2026-09-01 07:50:00,2026-09-01 07:53:00,,2026-09-01 07:55:00,2026-09-01 07:59:00,2026-09-01 07:55:00,2026-09-01 07:59:00,2026-09-01 07:57:00,2.0,1.0,2026-09-01 08:04:00,2026-09-01 08:07:00,,0.0,2026-09-01 08:01:00,2026-09-01 08:06:00,,,,,Баташан В. Ю.,Победа,Выдача до 30 минут
2026-09-01,ЮТ 454 ,73Х,ТЮМЕНЬ(РОЩИНО),14,Y(А06),07:45,776,2026-09-01 07:53:00,2026-09-01 07:55:00,,2026-09-01 07:57:00,2026-09-01 08:09:00,2026-09-01 07:57:00,2026-09-01 08:09:00,2026-09-01 08:02:00,7.0,7.0,2026-09-01 08:18:00,2026-09-01 08:21:00,5.0,0.0,2026-09-01 08:14:00,2026-09-01 08:18:00,,,,,Фартушный А. И.,Ютэйр,Выдача до 30 минут
2026-09-01,ХИ 9607 ,32Н,БУХАРА(БУХАРА ИНТЛ.),24,Y(А10),07:52,1758,2026-09-01 08:02:00,2026-09-01 08:03:00,,2026-09-01 08:06:00,2026-09-01 08:19:00,2026-09-01 08:06:00,2026-09-01 08:19:00,2026-09-01 08:18:00,1.0,1.0,2026-09-01 08:16:00,2026-09-01 08:24:00,,0.0,2026-09-01 08:13:00,2026-09-01 08:17:00,2026-09-01 08:26:00,2026-09-01 08:29:00,,,Саидов А. С.,UZBEKISTAN AIRWAYS,Выдача до 30 минут
2026-09-01,AZO 7072 ,СУ9,КУТАИСИ(КУТАИСИ ИНТЛ.),28,Y(А12),07:31,1331,2026-09-01 07:42:00,2026-09-01 07:44:00,,2026-09-01 07:47:00,2026-09-01 07:57:00,2026-09-01 07:47:00,2026-09-01 07:57:00,2026-09-01 07:55:00,2.0,1.0,2026-09-01 07:55:00,2026-09-01 08:01:00,,0.0,2026-09-01 07:51:00,2026-09-01 07:54:00,2026-09-01 07:58:00,2026-09-01 08:02:00,,,Чеканов В. А.,GEORGIAN AIRWAYS,Выдача до 30 минут
2026-09-01,ДР 714 ,73Х,САМАРКАНД(САМАРКАНД ИНТЛ.),47,Y(А12),08:47,396,2026-09-01 08:55:00,2026-09-01 08:57:00,,2026-09-01 08:59:00,2026-09-01 09:05:00,2026-09-01 08:59:00,2026-09-01 09:05:00,2026-09-01 09:02:00,3.0,3.0,2026-09-01 09:17:00,2026-09-01 09:19:00,,0.0,2026-09-01 09:11:00,2026-09-01 09:17:00,,,,,Острых В. А.,Победа,Выдача до 30 минут
2026-09-01,ЮТ 808 ,73Х,БУХАРА(БУХАРА ИНТЛ.),11,Y(А11),08:01,795,2026-09-01 08:11:00,2026-09-01 08:14:00,,2026-09-01 08:14:00,2026-09-01 08:21:00,2026-09-01 08:14:00,2026-09-01 08:21:00,2026-09-01 08:20:00,1.0,2.0,2026-09-01 08:25:00,2026-09-01 08:26:00,,0.0,2026-09-01 08:24:00,2026-09-01 08:25:00,,,,,Королёв Е. А.,Ютэйр,Выдача до 30 минут
2026-09-01,ХИ 9615 ,32Н,УРГЕНЧ(УРГЕНЧ ИНТЛ.),23,Y(А10),07:56,1576,2026-09-01 08:08:00,2026-09-01 08:15:00,4.0,2026-09-01 08:13:00,2026-09-01 08:25:00,2026-09-01 08:13:00,2026-09-01 08:25:00,2026-09-01 08:23:00,2.0,1.0,2026-09-01 08:22:00,2026-09-01 08:29:00,,0.0,2026-09-01 08:17:00,2026-09-01 08:22:00,2026-09-01 08:26:00,2026-09-01 08:29:00,,,Потапов Е. А.,UZBEKISTAN AIRWAYS,Выдача до 30 минут
2026-09-01,4S 315 ,7С8,ШАРМ ЭЛЬ ШЕЙХ(ШАРМ ЭЛЬ ШЕЙХ ИНТЛ.),30,Y(А09),08:23,2281,2026-09-01 08:41:00,2026-09-01 08:41:00,,2026-09-01 08:41:00,2026-09-01 08:57:00,2026-09-01 08:41:00,2026-09-01 08:57:00,2026-09-01 09:00:00,,1.0,2026-09-01 08:50:00,2026-09-01 09:02:00,,0.0,2026-09-01 08:47:00,2026-09-01 08:52:00,2026-09-01 08:59:00,2026-09-01 09:03:00,,,Чеканов В. А.,Red Sea,Выдача до 30 минут
2026-09-01,ФВ 6051 ,СУ9,САНКТ-ПЕТЕРБУРГ(ПУЛКОВО),8,Y(А04),08:19,73,2026-09-01 08:28:00,2026-09-01 08:30:00,,2026-09-01 08:31:00,2026-09-01 08:32:00,2026-09-01 08:31:00,2026-09-01 08:32:00,2026-09-01 08:32:00,,1.0,2026-09-01 08:34:00,2026-09-01 08:35:00,,0.0,2026-09-01 08:31:00,2026-09-01 08:35:00,,,,,Баташан В. Ю.,Россия,Выдача до 30 минут
